1897.0,175.1666667
1898.0,162
1899.0,174.6333333
1900.0,159.7333333
1901.0,149.3833333
1902.0,163.2
1903.0,161.4833333
1904.0,158.0666667
1905.0,158.4166667
1906.0,165.75
1907.0,144.4
1908.0,145.7166667
1909.0,173.6
1910.0,148.8666667
1911.0,141.65
1912.0,141.3
1913.0,145.2333333
1914.0,145.2333333
1915.0,151.6833333
1916.0,147.2666667
1917.0,148.6166667
1918.0,149.8833333
1919.0,149.2166667
1920.0,149.5166667
1921.0,138.95
1922.0,138.1666667
1923.0,143.7833333
1924.0,149.6666667
1925.0,153
1926.0,145.6666667
1927.0,160.3666667
1928.0,157.1166667
1929.0,153.1333333
1930.0,154.8
1931.0,166.75
1932.0,153.6
1933.0,151.0166667
1934.0,152.8833333
1935.0,152.1166667
1936.0,153.6666667
1937.0,153.3333333
1938.0,155.5666667
1939.0,148.85
1940.0,148.4666667
1941.0,150.6333333
1942.0,146.85
1943.0,148.4166667
1944.0,151.8333333
1945.0,150.6666667
1946.0,149.45
1947.0,145.65
1948.0,151.0333333
1949.0,151.8333333
1950.0,152.65
1951.0,147.75
1952.0,151.8833333
1953.0,138.85
1954.0,140.65
1955.0,138.3666667
1956.0,134.2333333
1957.0,140.0833333
1959.0,142.7
1960.0,140.9
1961.0,143.65
1962.0,143.8
1963.0,138.9666667
1964.0,139.9833333
1965.0,136.55
1966.0,137.1833333
1967.0,135.75
1968.0,142.2833333
1969.0,133.8166667
1970.0,130.5
1971.0,138.75
1972.0,135.65
1973.0,136.05
1974.0,133.65
1975.0,129.9166667
1976.0,140.3166667
1977.0,134.7666667
1978.0,130.2166667
1979.0,129.45
1980.0,132.1833333
1981.0,129.4333333
1982.0,128.8666667
1983.0,129
1984.0,130.5666667
1985.0,134.0833333
1986.0,127.85
1987.0,131.8333333
1988.0,128.7166667
1989.0,129.1
1990.0,128.3166667
1991.0,131.1
1992.0,128.2333333
1993.0,129.55
1994.0,127.25
1995.0,129.3666667
1996.0,129.25
1997.0,130.5666667
1998.0,127.5666667
1999.0,129.8666667
2000.0,129.7833333
2001.0,129.7166667
2002.0,129.0333333
2003.0,130.1833333
2004.0,130.6166667
2005.0,131.7333333
2006.0,127.2333333
2007.0,134.2166667
2008.0,127.75
2009.0,128.7
2010.0,125.8666667
2011.0,123.0333333
2012.0,132.6666667
2013.0,130.3666667
2014.0,128.6166667
2015.0,129.2833333
2016.0,132.75
2017.0,129.6166667
